carrier_name,route,shipment_date,delay_minutes,sla_breach_minutes,disruption_cost,total_additional_cost,cargo_value,weight_kg
Maersk,New_York-Hamburg,2025-05-18,2880.0,0.0,0.0,0.0,95907.99,17940.72
UPS,Mumbai-Dubai,2025-04-01,-521.0,0.0,0.0,0.0,11240.64,7579.55
MSC,Rotterdam-New_York,2025-01-10,0.0,0.0,0.0,1361.97,20571.6,15757.97
FedEx,Dubai-London,2025-06-10,-483.0,0.0,0.0,793.65,97836.03,5356.72
DHL,New_York-Hamburg,2025-07-30,1440.0,0.0,0.0,768.79,33880.73,19408.31
UPS,Rotterdam-New_York,2025-07-27,2880.0,0.0,0.0,448.76,15467.38,7131.43
COSCO,Shanghai-Rotterdam,2025-05-11,2880.0,0.0,0.0,722.65,43591.55,14042.9
MSC,Dubai-London,2025-05-11,1440.0,0.0,0.0,798.95,3266.33,15637.02
Maersk,London-Singapore,2024-12-26,1440.0,0.0,0.0,886.71,35915.82,7987.77
Kuehne_Nagel,Mumbai-Dubai,2025-07-06,4320.0,0.0,0.0,0.0,27132.76,15304.43
MSC,Shanghai-Los_Angeles,2024-10-18,4320.0,0.0,0.0,379.08,58288.3,12283.43
Maersk,Los_Angeles-Tokyo,2025-05-13,1440.0,0.0,0.0,1155.01,9963.43,1982.08
UPS,Mumbai-Dubai,2025-04-03,-539.0,0.0,0.0,0.0,19177.26,5907.69
Maersk,Shanghai-Rotterdam,2024-12-04,2880.0,0.0,0.0,1636.8,157166.82,15247.12
CMA_CGM,Mumbai-Dubai,2025-04-20,-1004.0,0.0,0.0,202.3,9447.03,18957.89
CMA_CGM,Shanghai-Rotterdam,2025-05-31,0.0,0.0,0.0,0.0,6420.91,8856.69
CMA_CGM,Hong_Kong-Tokyo,2025-07-06,4320.0,0.0,0.0,810.45,42623.34,358.07
COSCO,Singapore-Hamburg,2025-05-27,1440.0,0.0,0.0,618.32,81645.09,8425.71
COSCO,Mumbai-Dubai,2025-07-26,-1323.0,0.0,0.0,2120.94,22355.07,9827.71
FedEx,London-Singapore,2025-08-21,0.0,0.0,0.0,404.83,29654.01,18936.13
COSCO,New_York-Hamburg,2025-02-23,2880.0,0.0,0.0,1092.35,34071.68,6452.31
Kuehne_Nagel,Mumbai-Dubai,2024-11-25,1440.0,0.0,0.0,666.21,18790.45,10200.56
UPS,New_York-Hamburg,2025-08-14,-735.0,0.0,0.0,1817.8,219329.46,9031.41
MSC,Rotterdam-New_York,2025-06-20,0.0,0.0,0.0,502.78,18374.65,2535.73
MSC,Shanghai-Los_Angeles,2025-01-01,1440.0,0.0,0.0,706.9,93286.82,19545.77
FedEx,Dubai-London,2024-10-11,2880.0,0.0,0.0,592.43,12013.88,5572.06
COSCO,Hong_Kong-Tokyo,2025-05-09,0.0,0.0,0.0,1298.41,51278.04,16179.91
Kuehne_Nagel,London-Singapore,2025-06-28,5760.0,2880.0,1200.0,1561.43,7073.38,10671.21
Maersk,Shanghai-Rotterdam,2024-11-10,-1349.0,0.0,0.0,388.35,17245.54,15239.85
FedEx,Los_Angeles-Tokyo,2024-12-12,0.0,0.0,0.0,0.0,131673.46,17657.67
Kuehne_Nagel,Shanghai-Los_Angeles,2024-10-06,-1142.0,0.0,0.0,518.7,10236.31,19633.82
Maersk,Mumbai-Dubai,2025-03-19,4320.0,0.0,0.0,0.0,20498.36,4901.12
Kuehne_Nagel,Shanghai-Los_Angeles,2025-01-28,0.0,0.0,0.0,696.23,10426.57,7845.84
Maersk,Los_Angeles-Tokyo,2025-03-10,0.0,0.0,0.0,695.53,9488.69,18600.12
DHL,Shanghai-Los_Angeles,2024-11-26,1440.0,0.0,0.0,0.0,9470.99,16461.11
Kuehne_Nagel,Dubai-London,2025-03-08,0.0,0.0,0.0,673.25,10760.07,11079.62
MSC,Singapore-Hamburg,2025-06-24,0.0,0.0,0.0,663.35,86856.68,1508.5
CMA_CGM,Rotterdam-New_York,2024-12-17,1440.0,0.0,0.0,0.0,103429.96,4814.71
COSCO,Los_Angeles-Tokyo,2025-03-07,0.0,0.0,0.0,0.0,533155.14,2023.45
Maersk,Mumbai-Dubai,2025-04-11,-535.0,0.0,0.0,835.51,111210.44,14104.18
DHL,Dubai-London,2025-07-26,8640.0,4320.0,5400.0,6714.38,11791.73,18418.31
Kuehne_Nagel,Singapore-Hamburg,2025-05-24,1440.0,0.0,0.0,1768.8,53515.9,8070.81
MSC,Mumbai-Dubai,2025-09-21,1440.0,0.0,0.0,841.08,113812.86,3477.22
CMA_CGM,Mumbai-Dubai,2025-03-31,0.0,0.0,0.0,0.0,25426.04,3565.5
Maersk,Hong_Kong-Tokyo,2025-09-02,2880.0,0.0,0.0,769.56,11312.68,9079.64
Kuehne_Nagel,Singapore-Hamburg,2025-08-24,0.0,0.0,0.0,1435.13,63677.38,15189.0
Kuehne_Nagel,London-Singapore,2025-07-11,2880.0,0.0,0.0,0.0,33682.55,7513.83
Maersk,New_York-Hamburg,2025-07-08,-64.0,0.0,0.0,2369.91,7303.56,15607.01
FedEx,Mumbai-Dubai,2024-10-23,0.0,0.0,0.0,1271.99,26040.57,3681.75
FedEx,Hong_Kong-Tokyo,2025-06-30,-704.0,0.0,0.0,879.99,35752.74,7741.72
MSC,Shanghai-Rotterdam,2024-11-21,2880.0,0.0,0.0,0.0,28050.74,16590.43
CMA_CGM,Shanghai-Los_Angeles,2025-04-18,-642.0,0.0,0.0,0.0,3023.38,16839.27
Maersk,Shanghai-Rotterdam,2024-12-18,4320.0,0.0,0.0,396.63,19140.81,2296.16
MSC,Shanghai-Los_Angeles,2025-05-04,0.0,0.0,0.0,1199.02,61983.77,3973.25
MSC,New_York-Hamburg,2025-02-02,2880.0,0.0,0.0,1064.87,96410.64,18628.84
UPS,Mumbai-Dubai,2025-06-13,-694.0,0.0,0.0,448.7,67334.1,14256.79
Kuehne_Nagel,Shanghai-Rotterdam,2025-04-02,0.0,0.0,0.0,331.65,107912.78,1036.92
COSCO,Shanghai-Rotterdam,2025-04-21,0.0,0.0,0.0,877.71,22841.78,18460.36
Kuehne_Nagel,Shanghai-Los_Angeles,2025-02-22,-848.0,0.0,0.0,502.78,17151.52,16502.18
FedEx,Rotterdam-New_York,2025-01-28,1440.0,0.0,0.0,0.0,7412.7,576.42
CMA_CGM,London-Singapore,2024-12-05,0.0,0.0,0.0,1156.36,3547.43,17781.74
Kuehne_Nagel,Singapore-Hamburg,2025-03-26,0.0,0.0,0.0,788.39,15627.95,3960.81
Maersk,Los_Angeles-Tokyo,2025-09-18,2880.0,0.0,0.0,0.0,10714.32,19411.51
MSC,New_York-Hamburg,2025-04-24,-516.0,0.0,0.0,0.0,24903.72,11923.4
Maersk,Los_Angeles-Tokyo,2025-02-08,-832.0,0.0,0.0,1155.41,10806.86,12870.33
UPS,Mumbai-Dubai,2025-04-29,4320.0,1440.0,2400.0,3701.77,7543.76,18976.99
CMA_CGM,Rotterdam-New_York,2025-02-13,5760.0,2880.0,1200.0,1200.0,3195.37,13083.74
MSC,Rotterdam-New_York,2025-06-18,0.0,0.0,0.0,0.0,27379.71,3302.99
Maersk,London-Singapore,2025-07-25,1440.0,0.0,0.0,1657.8,147377.82,4195.56
FedEx,Shanghai-Rotterdam,2025-08-31,0.0,0.0,0.0,0.0,17538.63,8843.41
COSCO,New_York-Hamburg,2025-07-05,1440.0,0.0,0.0,1759.49,6811.89,8922.04
UPS,Mumbai-Dubai,2025-06-20,4320.0,1440.0,2400.0,2790.36,8633.11,16250.73
CMA_CGM,Shanghai-Los_Angeles,2025-06-05,0.0,0.0,0.0,2443.59,254057.92,12844.79
UPS,New_York-Hamburg,2025-08-07,0.0,0.0,0.0,0.0,3871.03,3556.12
FedEx,Shanghai-Rotterdam,2025-06-25,1440.0,0.0,0.0,860.32,10432.81,14617.08
CMA_CGM,Singapore-Hamburg,2025-01-09,1440.0,0.0,0.0,1431.42,27956.4,353.21
UPS,Rotterdam-New_York,2025-05-23,0.0,0.0,0.0,444.53,99866.59,463.08
DHL,Singapore-Hamburg,2025-04-05,0.0,0.0,0.0,0.0,36279.64,5993.93
FedEx,Rotterdam-New_York,2024-12-12,0.0,0.0,0.0,1479.18,4740.98,14861.85
FedEx,London-Singapore,2025-01-02,2880.0,0.0,0.0,474.41,3661.78,15153.97
FedEx,Rotterdam-New_York,2025-01-15,11520.0,5760.0,7200.0,8257.23,984.06,16594.43
DHL,Dubai-London,2025-05-03,-193.0,0.0,0.0,1174.24,46406.28,4940.59
DHL,Mumbai-Dubai,2025-01-22,7200.0,1440.0,600.0,600.0,37275.86,2305.3
Maersk,Singapore-Hamburg,2024-12-25,1440.0,0.0,0.0,136.98,30388.58,12743.42
MSC,New_York-Hamburg,2025-09-29,1440.0,0.0,0.0,649.54,33535.55,7610.35
COSCO,Hong_Kong-Tokyo,2025-01-22,0.0,0.0,0.0,0.0,16679.77,19660.21
UPS,Hong_Kong-Tokyo,2025-07-25,2880.0,0.0,0.0,211.76,12930.84,8961.82
Maersk,Shanghai-Rotterdam,2025-01-19,1440.0,0.0,0.0,0.0,43951.74,1624.41
UPS,New_York-Hamburg,2025-06-29,0.0,0.0,0.0,848.75,4483.83,7317.56
COSCO,Shanghai-Los_Angeles,2024-12-18,1440.0,0.0,0.0,0.0,29814.87,15192.61
MSC,New_York-Hamburg,2025-06-24,0.0,0.0,0.0,0.0,174504.83,16574.31
DHL,Rotterdam-New_York,2025-06-29,2880.0,0.0,0.0,1285.22,61433.05,3964.68
MSC,Singapore-Hamburg,2025-04-06,2880.0,0.0,0.0,394.87,31952.45,12048.74
DHL,Hong_Kong-Tokyo,2025-01-30,2880.0,0.0,0.0,840.66,26916.47,9723.04
COSCO,London-Singapore,2025-04-03,-923.0,0.0,0.0,0.0,8799.26,12587.65
MSC,Dubai-London,2025-02-11,-1125.0,0.0,0.0,845.77,13721.48,11254.48
Maersk,Hong_Kong-Tokyo,2025-05-04,2880.0,0.0,0.0,2107.77,47771.3,14307.08
CMA_CGM,London-Singapore,2025-09-26,-945.0,0.0,0.0,979.67,11342.56,9851.55
Maersk,Hong_Kong-Tokyo,2025-09-26,5760.0,0.0,0.0,1526.63,4838.35,18680.54
UPS,Hong_Kong-Tokyo,2025-08-03,1440.0,0.0,0.0,502.65,13116.07,13285.41
Maersk,London-Singapore,2025-07-06,0.0,0.0,0.0,440.18,121848.77,11656.77
COSCO,London-Singapore,2025-01-13,1440.0,0.0,0.0,0.0,31138.79,13332.52
FedEx,London-Singapore,2025-01-18,2880.0,0.0,0.0,1238.65,46412.8,13773.57
UPS,Hong_Kong-Tokyo,2024-11-15,0.0,0.0,0.0,0.0,101359.39,2689.01
MSC,Rotterdam-New_York,2025-05-09,1440.0,0.0,0.0,791.65,25983.84,9106.72
UPS,Shanghai-Los_Angeles,2025-06-18,4320.0,0.0,0.0,240.55,13631.99,18827.67
CMA_CGM,London-Singapore,2025-04-27,0.0,0.0,0.0,0.0,33639.03,14014.06
DHL,Los_Angeles-Tokyo,2025-02-23,0.0,0.0,0.0,0.0,40226.32,5307.74
MSC,Singapore-Hamburg,2025-09-11,7200.0,2880.0,2400.0,2400.0,25973.85,14214.6
Kuehne_Nagel,Shanghai-Rotterdam,2025-03-01,23040.0,15840.0,13200.0,14289.41,62198.01,18400.88
UPS,Los_Angeles-Tokyo,2025-08-12,1440.0,0.0,0.0,2265.93,29135.31,16519.35
MSC,Mumbai-Dubai,2025-02-10,-957.0,0.0,0.0,1918.12,12731.61,14122.88
MSC,Mumbai-Dubai,2025-07-26,1440.0,0.0,0.0,760.53,21482.78,4524.49
MSC,Singapore-Hamburg,2025-08-07,-475.0,0.0,0.0,0.0,157895.12,7267.19
DHL,New_York-Hamburg,2024-11-24,-1212.0,0.0,0.0,142.98,30748.98,9533.29
Kuehne_Nagel,Singapore-Hamburg,2025-01-19,0.0,0.0,0.0,675.98,6734.02,4116.18
COSCO,Hong_Kong-Tokyo,2024-10-15,-672.0,0.0,0.0,1736.93,68751.32,6745.77
Maersk,Mumbai-Dubai,2025-01-18,-939.0,0.0,0.0,0.0,47824.9,14735.68
MSC,Shanghai-Los_Angeles,2025-07-03,0.0,0.0,0.0,1310.45,7756.54,13437.71
FedEx,New_York-Hamburg,2024-10-29,2880.0,0.0,0.0,688.68,13453.31,14530.48
COSCO,Shanghai-Rotterdam,2025-02-10,-1188.0,0.0,0.0,1578.61,46560.75,5856.16
CMA_CGM,Shanghai-Los_Angeles,2025-09-22,7200.0,2880.0,4800.0,5616.56,36927.38,12410.63
DHL,Mumbai-Dubai,2025-03-19,-624.0,0.0,0.0,0.0,11544.98,9359.79
UPS,Shanghai-Rotterdam,2025-06-10,-876.0,0.0,0.0,934.98,15471.88,5314.93
DHL,Hong_Kong-Tokyo,2025-01-06,0.0,0.0,0.0,0.0,331667.81,5414.1
UPS,Hong_Kong-Tokyo,2025-07-16,4320.0,0.0,0.0,645.81,115664.65,17706.95
DHL,Shanghai-Rotterdam,2025-04-03,0.0,0.0,0.0,0.0,5049.07,7665.81
UPS,Singapore-Hamburg,2024-12-21,0.0,0.0,0.0,0.0,35563.46,2478.09
MSC,Singapore-Hamburg,2024-12-16,0.0,0.0,0.0,829.46,13425.55,5932.55
Maersk,Shanghai-Los_Angeles,2025-08-16,1440.0,0.0,0.0,2476.11,18340.2,493.76
UPS,Los_Angeles-Tokyo,2025-04-26,-1130.0,0.0,0.0,1080.59,182551.71,1562.34
Kuehne_Nagel,Rotterdam-New_York,2025-01-12,5760.0,2880.0,1200.0,2723.84,80466.09,7704.76
UPS,Singapore-Hamburg,2025-09-26,0.0,0.0,0.0,1499.62,603557.4,4689.94
FedEx,Shanghai-Rotterdam,2025-05-05,1440.0,0.0,0.0,701.09,14479.95,1739.83
UPS,London-Singapore,2025-06-26,0.0,0.0,0.0,1144.12,7790.72,8767.48
FedEx,London-Singapore,2025-01-12,1440.0,0.0,0.0,798.23,5903.94,19537.7
CMA_CGM,Los_Angeles-Tokyo,2024-11-21,1440.0,0.0,0.0,2267.29,25112.63,9858.13
MSC,New_York-Hamburg,2024-11-10,-1343.0,0.0,0.0,0.0,9414.57,10138.25
FedEx,Los_Angeles-Tokyo,2025-05-26,4320.0,1440.0,2400.0,6699.07,114451.67,13183.39
Maersk,Shanghai-Rotterdam,2025-07-13,-240.0,0.0,0.0,792.09,19578.14,13246.01
COSCO,London-Singapore,2025-05-14,7200.0,2880.0,1200.0,2128.01,41985.56,7128.69
MSC,Shanghai-Los_Angeles,2024-12-30,0.0,0.0,0.0,0.0,10777.43,9529.8
FedEx,Shanghai-Los_Angeles,2025-01-01,0.0,0.0,0.0,0.0,19557.02,13198.3
MSC,Los_Angeles-Tokyo,2024-10-18,1440.0,0.0,0.0,821.92,14488.17,2452.29
Kuehne_Nagel,Shanghai-Rotterdam,2025-06-16,2880.0,0.0,0.0,0.0,55966.51,11352.66
MSC,Rotterdam-New_York,2025-09-15,2880.0,0.0,0.0,0.0,11798.37,4303.81
MSC,New_York-Hamburg,2025-04-23,1440.0,0.0,0.0,0.0,16154.79,8727.39
CMA_CGM,London-Singapore,2024-12-25,1440.0,0.0,0.0,1020.29,3865.09,6996.77
Maersk,Shanghai-Rotterdam,2025-06-03,0.0,0.0,0.0,1418.49,19085.19,4675.67
DHL,New_York-Hamburg,2024-12-28,7200.0,2880.0,4800.0,5600.93,9682.59,16907.85
DHL,Shanghai-Los_Angeles,2024-10-19,2880.0,0.0,0.0,0.0,10527.16,8385.6
FedEx,Singapore-Hamburg,2024-11-06,1440.0,0.0,0.0,0.0,27811.42,19654.01
MSC,London-Singapore,2025-03-08,-673.0,0.0,0.0,0.0,51945.69,6208.07
FedEx,Rotterdam-New_York,2025-02-04,2880.0,0.0,0.0,1768.32,35088.38,12611.18
CMA_CGM,Mumbai-Dubai,2025-07-04,4320.0,0.0,0.0,162.35,10439.64,4564.02
CMA_CGM,London-Singapore,2025-03-31,7200.0,2880.0,2400.0,4053.39,336655.32,17430.55
UPS,Dubai-London,2024-11-07,1440.0,0.0,0.0,2037.9,51230.62,4806.01
Kuehne_Nagel,Rotterdam-New_York,2025-06-20,0.0,0.0,0.0,0.0,24720.52,218.86
CMA_CGM,Rotterdam-New_York,2025-07-25,2880.0,0.0,0.0,750.12,2668.55,4298.54
UPS,Mumbai-Dubai,2024-11-21,10080.0,7200.0,12000.0,13694.05,17658.63,12694.25
Maersk,New_York-Hamburg,2024-10-01,1440.0,0.0,0.0,2434.97,11866.11,15432.82
FedEx,Mumbai-Dubai,2025-04-30,5760.0,2880.0,2400.0,2902.71,9129.51,15668.59
COSCO,Dubai-London,2025-09-24,1440.0,0.0,0.0,0.0,27558.7,6756.11
Maersk,New_York-Hamburg,2024-11-29,0.0,0.0,0.0,494.89,22255.22,4378.2
CMA_CGM,Rotterdam-New_York,2025-03-06,-687.0,0.0,0.0,702.33,46957.9,811.13
Maersk,Mumbai-Dubai,2025-06-09,0.0,0.0,0.0,0.0,37149.76,5575.32
Maersk,Shanghai-Rotterdam,2025-09-27,7200.0,1440.0,1200.0,1957.93,42065.58,8133.72
Kuehne_Nagel,Singapore-Hamburg,2025-09-06,1440.0,0.0,0.0,0.0,16954.89,4187.75
Kuehne_Nagel,Dubai-London,2025-09-05,7200.0,4320.0,1800.0,2205.39,12235.2,1902.04
Kuehne_Nagel,Shanghai-Rotterdam,2025-04-01,0.0,0.0,0.0,659.28,19166.32,8492.1
Maersk,New_York-Hamburg,2025-04-02,4320.0,0.0,0.0,683.3,6896.64,5746.58
CMA_CGM,Hong_Kong-Tokyo,2025-06-08,0.0,0.0,0.0,0.0,2157.27,3093.12
COSCO,Rotterdam-New_York,2024-12-15,0.0,0.0,0.0,340.94,26634.81,18155.01
MSC,Los_Angeles-Tokyo,2025-07-19,-787.0,0.0,0.0,1267.74,10061.16,17103.78
Maersk,New_York-Hamburg,2025-01-18,0.0,0.0,0.0,0.0,14490.73,3640.23
UPS,Rotterdam-New_York,2025-01-31,1440.0,0.0,0.0,2725.88,18997.08,6857.23
CMA_CGM,London-Singapore,2025-01-17,1440.0,0.0,0.0,270.82,86697.67,7258.91
Maersk,London-Singapore,2025-06-06,1440.0,0.0,0.0,2949.99,15928.46,15067.51
COSCO,Shanghai-Los_Angeles,2024-10-21,0.0,0.0,0.0,0.0,95502.28,11878.34
MSC,Dubai-London,2025-09-16,4320.0,0.0,0.0,1178.54,23547.05,7050.56
Kuehne_Nagel,Shanghai-Los_Angeles,2025-07-24,2880.0,0.0,0.0,0.0,5587.25,13712.04
CMA_CGM,Shanghai-Los_Angeles,2024-11-02,0.0,0.0,0.0,718.25,25940.38,4813.73
DHL,Hong_Kong-Tokyo,2025-06-09,1440.0,0.0,0.0,698.4,36881.48,4208.93
MSC,Shanghai-Rotterdam,2025-05-09,1440.0,0.0,0.0,817.26,8974.94,8980.83
UPS,Singapore-Hamburg,2024-12-28,5760.0,1440.0,600.0,1265.32,14824.47,12319.26
Maersk,Shanghai-Rotterdam,2025-04-24,2880.0,0.0,0.0,1670.16,33635.07,8073.62
COSCO,Hong_Kong-Tokyo,2025-07-12,-995.0,0.0,0.0,0.0,20663.13,15861.62
DHL,London-Singapore,2025-07-06,1440.0,0.0,0.0,1616.83,24464.13,11347.99
COSCO,Los_Angeles-Tokyo,2025-08-25,2880.0,0.0,0.0,477.22,7338.39,13481.42
DHL,Shanghai-Rotterdam,2025-09-27,1440.0,0.0,0.0,1659.62,4818.25,13379.59
CMA_CGM,Shanghai-Los_Angeles,2024-10-13,0.0,0.0,0.0,482.81,13106.1,19411.11
DHL,Shanghai-Los_Angeles,2025-09-18,-194.0,0.0,0.0,955.59,11345.49,9279.27
UPS,Shanghai-Rotterdam,2025-09-21,0.0,0.0,0.0,1490.15,3565.41,14057.33
UPS,Mumbai-Dubai,2024-12-05,1440.0,0.0,0.0,309.07,11766.11,11722.67
FedEx,New_York-Hamburg,2025-03-10,0.0,0.0,0.0,931.47,9237.14,3450.22
UPS,Los_Angeles-Tokyo,2025-09-06,-1085.0,0.0,0.0,743.97,100187.48,4384.29
MSC,Mumbai-Dubai,2025-08-20,0.0,0.0,0.0,919.98,26962.85,11127.07
DHL,Mumbai-Dubai,2024-12-06,1440.0,0.0,0.0,0.0,11585.19,10226.07
UPS,New_York-Hamburg,2025-09-26,1440.0,0.0,0.0,1330.85,40672.48,10260.5
CMA_CGM,Dubai-London,2025-09-21,0.0,0.0,0.0,360.12,2846.62,6965.08
COSCO,New_York-Hamburg,2024-10-13,0.0,0.0,0.0,455.08,7895.83,10369.21
Kuehne_Nagel,Los_Angeles-Tokyo,2025-08-19,-820.0,0.0,0.0,1619.59,19808.06,15409.04
COSCO,Singapore-Hamburg,2025-03-02,0.0,0.0,0.0,1746.9,54789.37,14974.38
FedEx,Dubai-London,2025-08-01,0.0,0.0,0.0,1891.0,56975.24,3586.65
COSCO,Shanghai-Rotterdam,2025-04-09,0.0,0.0,0.0,273.28,11411.27,4812.15
DHL,Singapore-Hamburg,2024-12-10,2880.0,0.0,0.0,613.98,36845.81,18399.5
FedEx,Singapore-Hamburg,2025-09-27,0.0,0.0,0.0,2478.02,19154.16,12628.57
DHL,Los_Angeles-Tokyo,2025-07-16,-1051.0,0.0,0.0,1358.36,18448.04,8606.03
CMA_CGM,Hong_Kong-Tokyo,2025-09-02,4320.0,0.0,0.0,393.55,61465.05,4513.49
FedEx,Hong_Kong-Tokyo,2025-09-23,0.0,0.0,0.0,447.14,90701.0,17028.43
Maersk,Los_Angeles-Tokyo,2025-01-19,4320.0,0.0,0.0,749.48,35983.5,19481.79
MSC,Mumbai-Dubai,2025-09-04,0.0,0.0,0.0,629.87,16810.49,17562.44
MSC,Hong_Kong-Tokyo,2024-10-13,12960.0,5760.0,2400.0,4337.94,42851.58,5377.71
DHL,Shanghai-Los_Angeles,2024-10-02,1440.0,0.0,0.0,1590.23,7513.77,9189.16
COSCO,Hong_Kong-Tokyo,2025-01-22,2880.0,0.0,0.0,148.56,22989.8,1047.94
Kuehne_Nagel,Los_Angeles-Tokyo,2025-05-07,-1030.0,0.0,0.0,0.0,12406.19,19020.83
Kuehne_Nagel,New_York-Hamburg,2025-05-21,1440.0,0.0,0.0,2391.62,12033.23,16708.5
Maersk,Mumbai-Dubai,2024-11-09,-970.0,0.0,0.0,353.25,11379.47,5183.82
FedEx,London-Singapore,2025-09-24,-427.0,0.0,0.0,1805.95,18609.12,15458.46
Maersk,Singapore-Hamburg,2025-02-06,1440.0,0.0,0.0,0.0,32258.48,1717.79
Maersk,Los_Angeles-Tokyo,2025-01-17,1440.0,0.0,0.0,0.0,3594.88,2458.56
COSCO,Hong_Kong-Tokyo,2025-03-24,10080.0,2880.0,2400.0,4204.39,58401.83,6422.01
Kuehne_Nagel,Rotterdam-New_York,2025-06-05,8640.0,5760.0,2400.0,2400.0,24884.96,16510.54
FedEx,Shanghai-Los_Angeles,2025-04-27,4320.0,0.0,0.0,404.01,19653.82,12774.0
CMA_CGM,Los_Angeles-Tokyo,2025-04-20,5760.0,0.0,0.0,0.0,3730.46,1367.21
COSCO,Rotterdam-New_York,2025-04-08,2880.0,0.0,0.0,1504.97,7896.26,12420.74
Maersk,Singapore-Hamburg,2025-09-09,0.0,0.0,0.0,163.61,16930.98,19636.2
Maersk,New_York-Hamburg,2025-09-28,-407.0,0.0,0.0,0.0,29054.13,13253.05
CMA_CGM,Shanghai-Los_Angeles,2024-11-20,4320.0,0.0,0.0,935.31,9676.73,14746.24
Maersk,Los_Angeles-Tokyo,2025-08-25,0.0,0.0,0.0,2629.62,49307.93,9434.02
Maersk,Rotterdam-New_York,2025-04-12,5760.0,2880.0,3600.0,3946.19,22482.79,10564.77
Maersk,Los_Angeles-Tokyo,2025-03-29,0.0,0.0,0.0,940.0,333587.14,8053.02
MSC,Rotterdam-New_York,2025-01-12,5760.0,2880.0,1200.0,1800.8,34469.37,4051.69
COSCO,Shanghai-Rotterdam,2024-12-12,-1074.0,0.0,0.0,380.1,20401.88,10605.0
UPS,Singapore-Hamburg,2025-08-09,0.0,0.0,0.0,1092.17,9181.9,6851.96
COSCO,Dubai-London,2024-11-11,0.0,0.0,0.0,395.27,132993.82,14035.0
CMA_CGM,Shanghai-Los_Angeles,2025-02-04,0.0,0.0,0.0,1438.93,180520.5,980.11
Maersk,London-Singapore,2024-12-01,-1214.0,0.0,0.0,1853.15,23410.77,2042.12
COSCO,Shanghai-Los_Angeles,2025-07-09,0.0,0.0,0.0,572.5,36629.76,19761.67
MSC,London-Singapore,2025-03-26,-1010.0,0.0,0.0,753.18,24759.38,11305.19
Kuehne_Nagel,Los_Angeles-Tokyo,2025-06-07,0.0,0.0,0.0,2011.44,50573.79,11514.36
CMA_CGM,Los_Angeles-Tokyo,2025-01-06,1440.0,0.0,0.0,0.0,8589.54,11129.12
DHL,Rotterdam-New_York,2025-07-05,1440.0,0.0,0.0,419.48,27297.81,8101.81
COSCO,Dubai-London,2024-12-10,1440.0,0.0,0.0,0.0,1881.74,11351.02
DHL,Rotterdam-New_York,2024-10-04,7200.0,2880.0,3600.0,3847.3,18437.86,286.87
Maersk,Los_Angeles-Tokyo,2025-07-12,0.0,0.0,0.0,0.0,49245.03,5638.06
MSC,Shanghai-Rotterdam,2025-02-06,1440.0,0.0,0.0,3996.32,8796.08,5555.58
MSC,Shanghai-Rotterdam,2025-08-02,0.0,0.0,0.0,657.88,35201.19,13850.1
COSCO,London-Singapore,2025-01-21,0.0,0.0,0.0,855.8,47558.6,15684.87
CMA_CGM,Singapore-Hamburg,2025-05-07,2880.0,0.0,0.0,0.0,162619.48,14383.59
CMA_CGM,Hong_Kong-Tokyo,2025-06-17,5760.0,0.0,0.0,851.81,32485.51,9529.2
MSC,Shanghai-Los_Angeles,2025-07-20,4320.0,0.0,0.0,0.0,5083.92,11823.8
CMA_CGM,London-Singapore,2024-12-13,0.0,0.0,0.0,713.41,11586.0,1662.62
MSC,Dubai-London,2024-12-06,0.0,0.0,0.0,616.32,6481.12,1846.9
COSCO,Dubai-London,2025-05-24,0.0,0.0,0.0,0.0,26799.88,11032.02
UPS,Shanghai-Los_Angeles,2025-08-27,0.0,0.0,0.0,169.38,13900.86,14731.87
MSC,Shanghai-Rotterdam,2025-06-04,0.0,0.0,0.0,217.99,15685.91,3437.97
DHL,Hong_Kong-Tokyo,2025-09-12,0.0,0.0,0.0,0.0,24686.13,14612.1
CMA_CGM,Shanghai-Los_Angeles,2025-03-05,5760.0,1440.0,2400.0,2400.0,64666.88,6411.38
MSC,Hong_Kong-Tokyo,2025-08-16,-492.0,0.0,0.0,0.0,8062.85,11094.86
MSC,Los_Angeles-Tokyo,2025-03-14,0.0,0.0,0.0,1062.49,49589.55,9763.82
COSCO,London-Singapore,2025-04-17,1440.0,0.0,0.0,1263.68,31383.2,16643.24
CMA_CGM,Los_Angeles-Tokyo,2025-02-03,0.0,0.0,0.0,0.0,22894.37,13321.89
UPS,Rotterdam-New_York,2024-11-01,2880.0,0.0,0.0,1294.11,5719.27,6936.5
COSCO,Shanghai-Los_Angeles,2025-03-03,-833.0,0.0,0.0,1172.25,5992.02,10328.93
UPS,Rotterdam-New_York,2025-06-15,4320.0,0.0,0.0,639.77,43099.25,16664.1
Kuehne_Nagel,Mumbai-Dubai,2024-11-05,2880.0,0.0,0.0,0.0,14775.74,9499.38
COSCO,Hong_Kong-Tokyo,2024-12-09,4320.0,0.0,0.0,2240.99,14325.93,18373.79
CMA_CGM,Dubai-London,2024-11-22,1440.0,0.0,0.0,0.0,16942.06,6539.83
FedEx,Los_Angeles-Tokyo,2025-04-02,0.0,0.0,0.0,415.56,79772.32,12162.4
CMA_CGM,Hong_Kong-Tokyo,2025-02-01,-477.0,0.0,0.0,301.47,13307.73,15497.29
